magazine,page,entreprise,ticker,categorie,signal,preuve
Euro 07/2026,99,Mitsui Fudosan,8801.T,Qualité,Marges / rentabilité élevées,stabilen Mieteinnahmen
Börse Online 33/2026,55,MLP,MLP.DE,Rendement actionnaire,Dividende élevé ou en hausse,höheren Dividende ... MLP hat sein Betriebsergebnis vervielfacht. Das Unternehmen hat seine Ergebnisprognose für das laufende Jahr bestätigt.
Börse Online 33/2026,55,MLP,MLP.DE,Qualité,"Bilan solide, trésorerie, cash-flow","Weil aber in der Regel im vierten Quartal mehr verdient wird, dürfte spätestens bei einer akzeptablen Entwicklung ... eine Prognoseerhöhung folgen. Weil MLP sehr solide finanziert ist"
Börse Online 39/2026,56,MLP,MLP.DE,Croissance,Croissance du CA / des bénéfices,nach einem zu erwartenden hohen zweistelligen Gewinnzuwachs
Börse Online 39/2026,56,MLP,MLP.DE,Rendement actionnaire,Dividende élevé ou en hausse,Möglicherweise winkt zudem eine Dividendenerhöhung.
Euro 07/2026,99,MS & AD Insurance,8725.T,Rendement actionnaire,Dividende élevé ou en hausse,"Dividenden- rendite in % ... 3,9"
Euro 10/2026,36,MUNICH RE,MUV2.DE,Qualité,"Position dominante, marque, avantage concurrentiel",Ein großer Vorteil des Marktführers ist die jahrzehntelange Erfahrung in der Modellierung von Großrisiken.
Euro 10/2026,36,MUNICH RE,MUV2.DE,Rendement actionnaire,Dividende élevé ou en hausse,Die Munich Re zählt zu den verlässlichsten Dividendenzahlern im DAX. Zuletzt standen die Prämien unter Druck...
Euro 10/2026,66,Munters Group,MTRS.ST,Thème / macro,"IA, semi-conducteurs, data centers",KI-Fabrik: Technologien von Schneider Electric sorgen für Energie und die notwendige Kühlung in Rechenzentren
Euro 10/2026,66,Munters Group,MTRS.ST,Croissance,Croissance du CA / des bénéfices,"Im zweiten Quartal wuchs das Geschäft organisch um 17 Prozent. Größter Treiber ist das Equipment für KI-Rechenzentren, der Zuwachs lag hier im dreistelligen Prozentsbereich."
Euro 10/2026,66,Munters Group,MTRS.ST,Qualité,Marges / rentabilité élevées,operative Marge kletterte auf rund 19 Prozent
Börse Online 33/2026,32,Mutares,MUX.DE,Croissance,Pipeline produits / études cliniques / innovation,Die prall gefüllte Exit-Pipeline verspricht zudem kurzfristig weitere Liquiditätszuflüsse
Börse Online 33/2026,32,Mutares,MUX.DE,Rendement actionnaire,Dividende élevé ou en hausse,"Mit einer Dividendenrendite von 5,5 Prozent sind die Aktien auch für einkommensorientierte Anleger interessant."
Börse Online 33/2026,19,Nestlé,NESN.SW,Qualité,Marges / rentabilité élevées,"Die bereinigte operative Marge sank gegenüber dem Vorjahreszeitraum leicht auf 16,4 Prozent."
Börse Online 39/2026,65,Nestlé,NESN.SW,Qualité,"Position dominante, marque, avantage concurrentiel","Ein globaler Konzern mit Nescafé, Kitkat und Maggi, mit sagenhaften Marken"
Börse Online 39/2026,65,Nestlé,NESN.SW,Rendement actionnaire,Dividende élevé ou en hausse,und verlässlicher Dividende. Aber auch mit dem hartnäckig immer gleichen Problem: zu langsam.
Börse Online 39/2026,42,Netapp,NTAP,Qualité,"Position dominante, marque, avantage concurrentiel",Netapp in den vergangenen Jahren neu ausgerichtet... softwaregetriebenen Datenmanagement-spezialisten für Cloud-Umgebungen entwickelt.
Börse Online 39/2026,42,Netapp,NTAP,Croissance,Croissance du CA / des bénéfices,"Die jüngsten Zahlen sprechen für die stärker Unternehmen Cloud-Anwendungen und künstliche Intelligenz nutzen, desto wichtiger wird es"
Börse Online 39/2026,42,Netapp,NTAP,Catalyseur,Retournement / restructuration / réduction des coûts,Der strategische Kurswechsel leitete George Kurian ein... Netapp soll auch dann an den Daten seiner Kunden verdienen
Börse Online 39/2026,42,Netapp,NTAP,Thème / macro,"IA, semi-conducteurs, data centers",KI-Anwendungen stellen neue Anforderungen an die Dateninfrastruktur  NETAPP KI und Cloud Obwohl Speicherhardware ein zentraler Baustein der Strategie bleibt
Capital 07/2026,92,Netflix,NFLX,Valorisation,Achat après forte baisse / surréaction,Um fast zwanzig Prozent hat der Aktienkurs seit dem Übernahmeangebot Anfang Dezember nachgegeben.
Capital 07/2026,92,Netflix,NFLX,Qualité,Marges / rentabilité élevées,"das Unternehmen, das jahrelang verlässlich Umsatz und Gewinn steigerte"
Capital 07/2026,92,Netflix,NFLX,Croissance,Croissance du CA / des bénéfices,"Erwartet wird ein mittleres zweistelliges Gewinnwachstum, im kommenden Jahr sind mehr als 50 Prozent drin."
Euro 10/2026,36,NOVARTIS,NOVN.SW,Qualité,"Position dominante, marque, avantage concurrentiel",Novartis ist der unangefochtene Weltmarktführer bei Logistikimmobilien.
Euro 10/2026,36,NOVARTIS,NOVN.SW,Croissance,Pipeline produits / études cliniques / innovation,Die Erneuerung der Pipeline trägt Früchte. Novartis investiert stark in die Pipeline und in Übernahmen.
Börse Online 39/2026,58,OC Oerlikon,OERL.SW,Catalyseur,Retournement / restructuration / réduction des coûts,Wachstums­potenzial sieht das Unternehmen zudem im Bereich
Börse Online 39/2026,58,OC Oerlikon,OERL.SW,Qualité,Marges / rentabilité élevées,Fokus auf das margenstarke Oberflächengeschäft verschieben.
Börse Online 27/2026,108,Paramount,,Rendement actionnaire,Dividende élevé ou en hausse,"Kupon
4,2 %
Rendite
5,7 %"
Börse Online 27/2026,108,Paramount,,Qualité,Marges / rentabilité élevées,Die Rendite ist verlockend.
Börse Online 39/2026,36,Planoptik,P4O.DE,Qualité,Marges / rentabilité élevées,"Die Ebit-Marge lag mit 3,7 Prozent über dem Vorjahreswert von 3,1 Prozent."
Börse Online 39/2026,36,Planoptik,P4O.DE,Croissance,Croissance du CA / des bénéfices,"Umsatz und Gewinn sanken spürbar... nun auf eine Wende hin. Die Erlöse kletterten um 5,7 Prozent"
Börse Online 39/2026,36,Planoptik,P4O.DE,Catalyseur,Retournement / restructuration / réduction des coûts,Nach einer Durststrecke zieht das operative Geschäft wieder an.
Euro 10/2026,36,PROLOGIS,PLD,Qualité,"Position dominante, marque, avantage concurrentiel",Prologis ist der unangefochtene Weltmarktführer bei Logistikimmobilien.
Euro 10/2026,36,PROLOGIS,PLD,Rendement actionnaire,Dividende élevé ou en hausse,Die Dividende wächst seit zwölf Jahren ununterbrochen. Die Aktie bringt eine KI-Komponente ins Portfolio und überzeuget mit steigenden Ausschüttungen
Börse Online 33/2026,61,RAIFFEISEN INTERNATIONAL,RBI.VI,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA",Die auf Osteuropa ausgerichtete Bank konnte die Übernahme des Wettbewerbers Addiko Bank erfolgreich abschließen.
Börse Online 33/2026,61,RAIFFEISEN INTERNATIONAL,RBI.VI,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties","Der Deal erfolgt zum hohen Abschlag zum Buchwert, was dem Konzern außerordentliche Kapitalzuwächse bescheren wird."
Börse Online 27/2026,27,Reply SpA,REY.MI,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","Mit einem EV/EBIT-Multiple von 8,1 ist Reply derzeit moderat bewertet."
Börse Online 27/2026,27,Reply SpA,REY.MI,Qualité,"Bilan solide, trésorerie, cash-flow",Die starke Nettofinanzposition unterstreicht die solide Bilanz von Reply
Börse Online 27/2026,27,Reply SpA,REY.MI,Rendement actionnaire,Dividende élevé ou en hausse,Als verlässlicher Dividendenzahler hat sich Reply längst etabliert: Seit 2003 wurde die Dividende jedes Jahr ausgebaut.
Börse Online 27/2026,27,Reply SpA,REY.MI,Croissance,Croissance du CA / des bénéfices,"Im ersten Quartal 2026 stieg der Umsatz um 6,4 Prozent auf 645 Millionen Euro. Der Gewinn vor Zinsen und Steuern lag mit 95,1 Millionen Euro um 7,2 Prozent über dem Vorjahresergebnis."
Capital 07/2026,95,Resmed,RMD,Croissance,Croissance du CA / des bénéfices,Resmed hat Umsatz und Gewinn in den vergangenen Quartalen verlässlich gesteigert.
Börse Online 33/2026,56,Rio Tinto,RIO.L,Croissance,Croissance du CA / des bénéfices,"Der Umsatz stieg um 15 Prozent auf 31 Milliarden US-Dollar, der bereinigte Betriebsgewinn legte um 29 Prozent zu. Der Nettogewinn kletterte um 47 Prozent"
Börse Online 33/2026,56,Rio Tinto,RIO.L,Rendement actionnaire,Dividende élevé ou en hausse,"Zudem wurde die Dividende um 43 Prozent auf 2,11 Dollar je Aktie angehoben."
Börse Online 33/2026,56,Rio Tinto,RIO.L,Qualité,"Bilan solide, trésorerie, cash-flow",Der Anteil von Eisenerz am Betriebsgewinn sank auf rund 52 Prozent. Dies ist der niedrigste Wert seit mehr als zehn Jahren.
Börse Online 27/2026,45,Robinhood,HOOD,Catalyseur,Retournement / restructuration / réduction des coûts,Die für das zweite Quartal veranschlagten Restrukturierungskosten in Höhe von insgesamt 28 Millionen Dollar — aufgeteilt in 20 Millionen Dollar für Abfindungen und acht Millionen Dollar für aktienbasierte Vergütungen — sind eine gut investierte Summe
Börse Online 27/2026,45,Robinhood,HOOD,Qualité,Marges / rentabilité élevées,"Das Unternehmen demonstriert damit eine Kostendisziplin, die den Gewinnhebel bei anziehenden Marktvolimina erheblich verstärkt."
Börse Online 27/2026,45,Robinhood,HOOD,Croissance,Croissance du CA / des bénéfices,"Die Zahl der kapitalisierten Kundenkonten kletterte auf einen historischen Höchststand von 27,8 Millionen"
Börse Online 33/2026,57,Rolls-Royce,RR.L,Qualité,Marges / rentabilité élevées,"Tufan Erginbilgic, CEO Rolls-Royce: Die Erfolsstory des Triebwerksbauers Rolls- Royce unter Führung von Tufan Erginbilgiç geht weiter. Nach dem starken ersten Halbjahr erhöhten die Briten ihre Ziele für das Jahr."
Börse Online 33/2026,57,Rolls-Royce,RR.L,Qualité,Marges / rentabilité élevées,Bei den Wartungsverträgen im zivilen Bereich haben die Briten ihre Margen kontinuierlich verbessert.
Börse Online 33/2026,57,Rolls-Royce,RR.L,Catalyseur,Retournement / restructuration / réduction des coûts,"Wir wandeln uns operativ, finanziell und strategisch... zog der erfolgreiche Sanierer Bilanz. Bei den War- tungsverträgen im zivilen Bereich haben die Briten ihre Margen kontinuierlich verbessert."
Börse Online 33/2026,57,Rolls-Royce,RR.L,Croissance,Prévisions relevées / résultats au-dessus des attentes,"peilt der Konzern für 2026 nun umgerechnet 5,51 bis 5,74 Milliarden Euro operativen Gewinn statt bisher 4,69 bis 4,92 Milliarden an."
Börse Online 33/2026,57,Rolls-Royce,RR.L,Croissance,Prévisions relevées / résultats au-dessus des attentes,"Auch bei den freien Mittelzuflüssen aus dem Geschäft... traut sich Rolls-Royce im Jahr mehr zu: 4,45 bis 4,69 Milliarden statt bisher 4,22 bis 4,45 Milliarden Euro."
Börse Online 33/2026,57,Rolls-Royce,RR.L,Croissance,Prévisions relevées / résultats au-dessus des attentes,"Chef Tufan Erginbilgiç freute sich, dass der Konzern seine Jahresziele „trotz des Konflikts im Nahen Osten“ anheben konnte."
Börse Online 27/2026,62,RWE,RWE.DE,Thème / macro,"Énergie, transition, infrastructures, réseaux","verstärkten Investitionen ins Netzgeschäft, das durch die starke Regulierung stabilere Erträge ermöglicht als die Stromerzeugung"
Börse Online 27/2026,62,RWE,RWE.DE,Qualité,Revenus récurrents / défensifs,"stabilere Erträge ermöglicht als die Stromerzeugung, könnten von dort aus neues Kurspotenzial eröffnen"
Börse Online 33/2026,25,RWE,RWE.DE,Rendement actionnaire,Dividende élevé ou en hausse,"seinen Plan, die Dividende bis 2031 jährlich um zehn Prozent zu steigern."
Börse Online 33/2026,25,RWE,RWE.DE,Qualité,Marges / rentabilité élevées,"So hoch ist der staatlich garantierte Eigenkapitalzins für den Betrieb von Stromnetzen in Spanien für die Regulierungsperiode 2026 bis 2031. zugleich auch die Internationalisierung mit Netzbetreiber müssen für die Energiewende viel investieren, profitieren aber auch von natürlichen Monopolen und lukrativen Renditen."
Börse Online 33/2026,25,RWE,RWE.DE,Qualité,"Bilan solide, trésorerie, cash-flow","Der Konzern betreibt Übertrags- und Verteilnetze in Spanien, Großbritannien, den USA und Brasilien. Die Zahlen der vergangenen Jahre bescheinigen dem Konzern ein stabiles Wachstum. Seit 2022 ist die konzernweite Nettomarge durchgehend gestiegen."
Börse Online 33/2026,25,RWE,RWE.DE,Croissance,Prévisions relevées / résultats au-dessus des attentes,"Die Jahresprognose für das bereinigte Ebitda wurde soeben von 5,75 auf 6,35 Milliarden Euro angehoben. Für das Folgejahr wird ein Wert von 6,7 bis 7,3 Milliarden Euro angepeilt."
Börse Online 33/2026,25,RWE,RWE.DE,Croissance,Croissance du CA / des bénéfices,"Die beiden Segmente Offshore Wind und Onshore Wind/Solar erwirtschafteten gemeinsam ein bereinigtes Ebitda von 1,83 Milliarden Euro. Bezogen auf das gesamte Kerngeschäft ist das ein Anteil von 61 Prozent."
Börse Online 33/2026,25,RWE,RWE.DE,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA","Nach dem Deal mit Eon im Jahr 2020 wollte sich RWE voll auf das Erzeugungsgeschäft konzentrieren. Damals übernahm RWE das Erneuerbare-Energien-Portfolio von Eon, während die Tochter Innogy und damit das gesamte Vertriebs- und Netzgeschäft an Eon ging"
Börse Online 33/2026,25,RWE,RWE.DE,Thème / macro,"Énergie, transition, infrastructures, réseaux","Bekannt ist Iberdrola indessen vor allem für seinen frühen und entschlossenen Fokus auf erneuerbare Energien, der 2001 mit einem Führungswechsel Einzug hielt. PROZENT Ignacio S. Galán, zunächst CEO und später auch Chef des Verwaltungsrats, trieb die Transformation der Stromerzeugung und von Stromnetzen in Spanien voran."
Börse Online 33/2026,60,Sanofi,SAN.PA,Croissance,Croissance du CA / des bénéfices,Gewinn und Umsatz übertrafen die Analystenerwartung.
Börse Online 33/2026,60,Sanofi,SAN.PA,Qualité,Marges / rentabilité élevées,"Während der bereinigte Gewinn je Aktie bei Sanofi um 31 Prozent auf 2,09 Euro stieg"
Börse Online 33/2026,60,Sanofi,SAN.PA,Croissance,Pipeline produits / études cliniques / innovation,"Die neue Chefin hat genug Zeit, die Pipeline zu füllen."
Euro 10/2026,66,Schneider Electric,SU.PA,Thème / macro,"IA, semi-conducteurs, data centers",KI-Fabrik: Technologien von Schneider Electric sorgen für Energie und die notwendige Kühlung in Rechenzentren
Euro 10/2026,66,Schneider Electric,SU.PA,Qualité,"Position dominante, marque, avantage concurrentiel",Anders als die drei Nischenspieler ist Schneider Electric ein Weltkonzern. Die Franzosen sind seit Jahrzehnten einer der globalen Marktführer...
Euro 10/2026,66,Schneider Electric,SU.PA,Croissance,Croissance du CA / des bénéfices,"Größter Treiber ist das Equipment für KI-Rechenzentren, der Zuwachs lag hier im dreistelligen Prozentbereich."
Börse Online 39/2026,40,Scout24,G24.DE,Valorisation,Achat après forte baisse / surréaction,Der Aktienkurs hat sich in der Spitze nahezu halbiert.
Börse Online 39/2026,40,Scout24,G24.DE,Qualité,"Bilan solide, trésorerie, cash-flow",Scout24 befindet sich in der zweiten Tranche seines für die Jahre 2026 bis 2028 angelegten Rückkaufprogramms. Die Gesamtsumme von bis zu 500 Millionen Euro entspricht rund zehn Prozent des aktuellen Börsenwerts.
Börse Online 39/2026,40,Scout24,G24.DE,Qualité,Revenus récurrents / défensifs,Das Geschäftsmodell des scout24) zeichnet sich durch einen hohen Anteil wiederkehrender Umsätze und einer bereinigten operativen Ebitda-Marge von rund 60 Prozent aus.
Börse Online 39/2026,57,Semperit,SEM.VI,Croissance,Croissance du CA / des bénéfices,"Der Umsatz kletterte um 14 Prozent auf 192 Millionen Euro, das Ebitda erreichte 40 Millionen Euro."
Börse Online 39/2026,57,Semperit,SEM.VI,Qualité,Marges / rentabilité élevées,"der mit einer Ebitda-Marge von 18,5 Prozent den höchsten Wert seit Einführung der neuen Segmentstruktur erzielte"
Börse Online 39/2026,57,Semperit,SEM.VI,Croissance,Prévisions relevées / résultats au-dessus des attentes,Nach den überzeugenden Zahlen hob der Konzern seine Jahresprognose an und erwartet nun ein operatives Ebitda von rund 100 Millionen Euro (zuvor 95 Millionen).
Euro 10/2026,61,Siemens,SIE.DE,Qualité,Marges / rentabilité élevées,"Der operative Gewinn bei Steel Europe aber zuletzt an, ein Beleg, dass die Maßnahmen greifen."
Euro 10/2026,61,Siemens,SIE.DE,Croissance,Croissance du CA / des bénéfices,Siemens profitiert im Bereich Gebäude- und Kühltechnik vom Boom der Rechenzentren
Euro 10/2026,61,Siemens,SIE.DE,Thème / macro,"IA, semi-conducteurs, data centers",Bei industrieller KI und digitaler Simulation sind die Münchner Weltspitze.
Euro 10/2026,90,Siemens Energy,ENR.DE,Thème / macro,"Énergie, transition, infrastructures, réseaux","Netzinfrastruktur, Windkraft"
Capital 07/2026,93,Singtel,Z74.SI,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Singtel ist damit klar unterbewertet und vor allem für geduldige Anleger ein interessanter Kaufkandidat.
Börse Online 33/2026,59,SpaceX,SPCX,Qualité,"Position dominante, marque, avantage concurrentiel",einzigartiges globales Kommunikationsnetz
Börse Online 33/2026,59,SpaceX,SPCX,Rendement actionnaire,Dividende élevé ou en hausse,Vermietungen von Rechenkapazitäten spülen monatlich über zwei Milliarden US-Dollar in die Kasse.
Börse Online 39/2026,48,Subsea 7,SUBC.OL,Qualité,"Position dominante, marque, avantage concurrentiel",ist Subsea 7 zusammen mit TechnipFMC einer der wenigen Tier-1-Anbieter
Börse Online 39/2026,48,Subsea 7,SUBC.OL,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)",Mit einem moderaten KGV von knapp 8 bleibt der Titel trotz der operativen Rekordwerte attraktiv bewertet.
Euro 07/2026,102,SÜDZUCKER,,Qualité,"Bilan solide, trésorerie, cash-flow",Die starke Liquiditätsposition des Unternehmens verringert das Risiko
Euro 07/2026,102,SÜDZUCKER,,Produit,Rendement obligataire / coupon,Der bis 2032 laufende Bond von Südzucker bringt eine Rendite von gut vier Prozent.
Börse Online 27/2026,42,Talanx,TLX.DE,Qualité,Marges / rentabilité élevées,"Der Bereich steuerte ein versicherungstechnisches Ergebnis von 300 Millionen Euro bei, deutlich mehr als das Doppelte der Personenversicherungen."
Börse Online 39/2026,47,Teekay Tankers,TNK,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027e: 5,5 ... deutliche Unterbewertung auf."
Capital 07/2026,95,Thomson Reuters,TRI.TO,Rendement actionnaire,Rachats d'actions,Die Kanadier verringerten zugleich die Zahl der Aktien und erhöhten so den Wert des einzelnen Papiers.
Capital 07/2026,95,Thomson Reuters,TRI.TO,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA","Gut 600 Mio. Dollar aus dem Erlös, den der Verkauf des Finanzdatendienstleisters LSEG eingebracht hat"
Börse Online 27/2026,62,Thyssenkrupp,TKA.DE,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA","Der Abspaltungsplan sieht vor, dass ein Anteil von 49 Prozent an die Aktionäre übertragen werden soll."
Börse Online 27/2026,62,Thyssenkrupp,TKA.DE,Valorisation,"Décote / sous-évaluation, valeur intrinsèque, somme des parties",Die Aktie handelt unter ihrem inneren Wert.
Börse Online 33/2026,37,Thyssenkrupp,TKA.DE,Catalyseur,Retournement / restructuration / réduction des coûts,"weg vom schwerfälligen Industriekonglomerat, hin zu einer Holding mit eigenverantwortlichen Einheiten. Alle Segmente bis auf „Decarbon Technologies lieferten zuletzt Ergebnisverbesserungen."
Börse Online 33/2026,37,Thyssenkrupp,TKA.DE,Qualité,Marges / rentabilité élevées,"Die asiatische Konkurrenz kämpft mit Engpässen infolge des Iran-Kriegs, Transportprobleme auf den Rohöl-routen nach Asien verschaffen europäischen Produzenten Luft. Die Agrarsparte soll 2027 an die Börse gebracht werden."
Euro 10/2026,62,THYSSENKRUPP,TKA.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027 (erwartet) 12,7"
Euro 10/2026,62,THYSSENKRUPP,TKA.DE,Catalyseur,Retournement / restructuration / réduction des coûts,Nach der Nachfrageschwäche des Vorjahres zieht der Auftragseingang deutlich an.
Börse Online 27/2026,8,Thyssenkrupp Marine Systems,TKMS.DE,Thème / macro,Défense / armement,Im Umfeld der Veranstaltung wird mit vielen Aufträgen für die Verteidigungsindustrie gerechnet. Eine bedeutende Order könnte Thyssenkrupp Marine Systems (TKMS) erhalten.
Euro 10/2026,61,Thyssenkrupp/TKMS,TKA.DE,Catalyseur,Retournement / restructuration / réduction des coûts,"Positiv wirkt auch der verschärfte Importzoll der EU: Die Importquoten wurden reduziert, der darüber hinaus anfallende Zoll auf 50 Prozent verdoppelt."
Euro 10/2026,61,Thyssenkrupp/TKMS,TKA.DE,Catalyseur,Nouveau management / nouvelle stratégie,Bei TKMS ist die Strategie von López aufgegangen: Der Marineschiffbauer baut U-Boote und Fregatten. Hinzu ➝
Euro 10/2026,62,TKMS,TKMS.DE,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027 (erwartet) 12,7"
Euro 10/2026,62,TKMS,TKMS.DE,Qualité,Marges / rentabilité élevées,TKMS profitiert weiter vom Aufwärtstrend in der Rüstungsindustrie.
Börse Online 27/2026,58,Tonies,TNIE.DE,Qualité,"Position dominante, marque, avantage concurrentiel",sich darin als Marktführer etabliert
Börse Online 27/2026,58,Tonies,TNIE.DE,Croissance,Prévisions relevées / résultats au-dessus des attentes,hat Tonies auch unter schwierigen Bedingungen... die Guidance stets erreicht oder übertroffen
Börse Online 27/2026,58,Totalenergies,TTE.PA,Thème / macro,"Énergie, transition, infrastructures, réseaux","Totalenergies in €
85
Aussicht auf Frieden Z"
Börse Online 27/2026,58,Totalenergies,TTE.PA,Analyse technique,"Indicateurs (RSI, MACD, momentum, force relative)","KGV 2026e
7,0
Dividendenrendite
4,8 %"
Börse Online 33/2026,26,TotalEnergies,TTE.PA,Qualité,"Bilan solide, trésorerie, cash-flow",außergewöhnlich robuste Bilanz und eine hohe und verlässliche Dividendenrendite
Börse Online 33/2026,26,TotalEnergies,TTE.PA,Catalyseur,Retournement / restructuration / réduction des coûts,"Der Konzern baut sein Portfolio an Erneuerbaren, aber auch an Gaskraftwerken weiter aus."
Börse Online 33/2026,26,TotalEnergies,TTE.PA,Thème / macro,"Énergie, transition, infrastructures, réseaux",TotalEnergies ist aufgeteilt in fünf Segmente... Öl- und Gasförderung... Stromerzeugung
Börse Online 39/2026,110,Totalenergies,TTE.PA,Analyse technique,Signal d'achat chartiste / saisonnalité,"Das im Juli erfolgte Kaufsignal im Kerzenchart auf Monatsbasis, ein sogenanntes Bullish-Engulfing-Pattern"
Börse Online 39/2026,110,Totalenergies,TTE.PA,Analyse technique,"Indicateurs (RSI, MACD, momentum, force relative)",Beim Trendfolgeindikator MACD steht ein solches auf Wochenbasis unmittelbar bevor
Börse Online 39/2026,110,Totalenergies-Capped-Call,,Produit,"Structure de dérivé (discount, bonus-cap, capped call, turbo)","Totalenergies-Capped-Call an, welcher über eine dicke Seitwärtsrendite von 39 Prozent verfügt."
Börse Online 39/2026,110,Totalenergies-Capped-Call,,Analyse technique,Signal d'achat chartiste / saisonnalité,Das im Juli erfolgte Kaufsignal im Kerzenchart auf Monatsbasis
Börse Online 33/2026,31,Traton,8TRA.DE,Catalyseur,Retournement / restructuration / réduction des coûts,Traton hat den operativen Turnaround eindrucksvoll vollendet. Eine Neubewertung der Aktie in Richtung der 60-Euro-Marke ist auf dieser Basis absolut in Reichweite.
Euro 10/2026,62,TRATON,8TRA.DE,Croissance,Carnet de commandes / contrats,Nach der Nachfrageschwäche des Vorjahres zieht der Auftragseingang deutlich an.
Euro 10/2026,62,TRATON,8TRA.DE,Qualité,Marges / rentabilité élevées,Die schwedische Scania steht für das margenstarke Premiumgeschäft
Capital 07/2026,96,Tyler Technologies,TYL,Qualité,Revenus récurrents / défensifs,"wiederkehrender Umsätze, was die Marge verbessert."
Capital 07/2026,96,Tyler Technologies,TYL,Catalyseur,Retournement / restructuration / réduction des coûts,Tyler Technologies der Anteil wiederkehrender Umsätze... Für Anleger ein verlässlicher Turnaround-Kandidat.
Börse Online 33/2026,54,Umicore,UMI.BR,Qualité,Marges / rentabilité élevées,hohe Rentabilität bei Kobalt und Speciality Materials
Börse Online 33/2026,54,Umicore,UMI.BR,Croissance,Croissance du CA / des bénéfices,"Umsatz in den ersten sechs Monaten um 7,1 Prozent ... Ebitda um 33,5 Prozent verbessert"
Börse Online 33/2026,54,Umicore,UMI.BR,Thème / macro,"IA, semi-conducteurs, data centers",hohe Nachfrage nach Germanium-Lösungen aus dem Bereich Elektro-Optik und der Halbleiterindustrie
Börse Online 33/2026,20,Unilever PLC,ULVR.L,Qualité,"Position dominante, marque, avantage concurrentiel",Während Nestlé und Unilever ihre Stärke vor allem aus bekannten Marken ziehen
Börse Online 33/2026,20,Unilever PLC,ULVR.L,Rendement actionnaire,Dividende élevé ou en hausse,"und verlässlichen Dividendenausschüttungen. UG 65 Z Neuempfehlung ... Dividendenrendite 3,4 %"
Börse Online 33/2026,54,Uniqa,UQA.VI,Valorisation,"Multiple bas (PER/KGV, EV/EBIT, KCV, KUV)","KGV 2027e 11,5"
Börse Online 33/2026,54,Uniqa,UQA.VI,Qualité,Marges / rentabilité élevées,Werten unter 100 Prozent arbeitet der Versicherer profitabel.
Börse Online 33/2026,54,Uniqa,UQA.VI,Croissance,Croissance du CA / des bénéfices,"Der Konzern hat sich zum Ziel gesetzt, das Prämienvolumen von 2026 bis 2028 deutlich zu steigern."
Börse Online 33/2026,28,United Utilities,UU.L,Qualité,"Position dominante, marque, avantage concurrentiel",United Utilities' Regionalmonopol ... garantiert ist.
Börse Online 33/2026,28,United Utilities,UU.L,Rendement actionnaire,Dividende élevé ou en hausse,Ein solider Dividendentitel mit Inflationsschutz bei den Ausschüttungen.
Börse Online 33/2026,43,Urban Outfitters,URBN,Catalyseur,Retournement / restructuration / réduction des coûts,Nach mehreren Jahren mit schwachen Trends bei Umsatz und Profitabilität habe sich die Marke Urban Outfitters zuletzt positiv entwickelt
Börse Online 33/2026,43,Urban Outfitters,URBN,Croissance,Croissance du CA / des bénéfices,"Der Analystenkonsens geht davon aus, dass die Gewinne im laufenden und kommenden Jahr weiter steigen (siehe Grafik)."
Börse Online 27/2026,106,VanEck Global Fallen Angel High Yield Bond ETF,,Rendement actionnaire,Dividende élevé ou en hausse,Im VanEck-ETF weisen die Bonds im Schnitt eine Rendite bis zur Fälligkeit von über sechs Prozent auf.
Börse Online 27/2026,106,VanEck Global Fallen Angel High Yield Bond ETF,,Qualité,"Bilan solide, trésorerie, cash-flow","Voraussetzung für die Aufnahme in das Indexpapier ist, dass die Unternehmen zum Zeitpunkt... Investment-Grade-Rating verfügten"
Euro 10/2026,66,VAT Group,VACN.SW,Qualité,"Position dominante, marque, avantage concurrentiel",Marktführer Vakuumventile für Chipproduktion
Euro 10/2026,66,VAT Group,VACN.SW,Thème / macro,"IA, semi-conducteurs, data centers","Vakuumventile für Chipproduktion, Rechenzentren, KI-Gewinner"
Capital 07/2026,96,Veeva Systems,VEEV,Qualité,"Position dominante, marque, avantage concurrentiel",Veeva Systems das Cloud-Geschäft ausbauen. Änderungen im Geschäftsmodell mögen Investoren nicht.
Börse Online 33/2026,29,Veolia Environnement,VIE.PA,Catalyseur,"Fusion, rachat, scission, spéculation d'OPA",L'acquisition de Clean Earth stimule la croissance. Im Mai 2025 hatten die Franzosen Water Technologies and Solutions komplett übernommen
Euro 10/2026,37,Verizon,VZ,Qualité,"Position dominante, marque, avantage concurrentiel",Der Platzhirsch unter den US-Telekoms betreibt klassisches Geschäft mit langfristigen Mobilfunkverträgen
